PF00389	2-Hacid_dh
PF04909	Amidohydro_2
PF00155	Aminotran_1_2
PF00202	Aminotran_3
PF01063	Aminotran_4
PF00266	Aminotran_5
PF02293	AmiS_UreI
PF02461	AMO
PF00909	Ammonium_transp
PF05145	AmoA
PF04896	AmoC
PF03782	AMOP
PF04739	AMPKBI
PF02166	Androgen_recep
PF03139	AnfG_VnfG
PF00212	ANP
PF03452	Anp1
PF03374	ANT
PF04715	Anth_synt_I_N
PF03497	Anthrax_toxA
PF02522	Antibiotic_NAT
PF03230	Antirestrict
PF03589	Antiterm
PF01786	AOX
PF01261	AP_endonuc_2
PF01636	APH
PF02558	ApbA
PF03256	APC10
PF04110	APG12
PF04108	APG17
PF04111	APG6
PF04109	APG9
PF04655	APH_6_hur
PF00807	Apidaecin
PF04711	ApoA-II
PF04691	ApoC-I
PF01333	Apocytochr_F_C
PF01442	Apolipoprotein
PF01583	APS_kinase
PF03440	APT
PF02610	Arabinose_Isome
PF02311	AraC_binding
PF03869	Arc
PF04659	Arch_fla_DE
PF01917	Arch_flagellin
PF01637	Arch_ATPase
PF00798	Arena_glycoprot
PF00843	Arena_nucleocap
PF00025	Arf
PF01316	Arg_repressor
PF02863	Arg_repressor_C
PF00491	Arginase
PF00764	Arginosuc_synth
PF01960	ArgJ
PF03308	ArgK
PF02374	ArsA_ATPase
PF02040	ArsB
PF03960	ArsC
PF01129	ART
PF02497	Arteri_GP4
PF01481	Arteri_nucleo
PF01606	Arteri_env
PF00951	Arteri_Gl
PF01097	Defensin_2
PF04161	Arv1
PF01731	Arylesterase
PF00858	ASC
PF01671	ASFV_360
PF05170	AsmA
PF00733	Asn_synthase
PF03590	AsnA
PF00026	Asp
PF02261	Asp_decarbox
PF00710	Asparaginase
PF01112	Asparaginase_2
PF04958	AstA
PF04996	AstB
PF04952	AstE_AspA
PF03115	Astro_capsid
PF04377	ATE_C
PF04376	ATE_N
PF03078	ATHILA
PF03477	ATP-cone
PF02222	ATP-grasp
PF00217	ATP-gua_Ptrans
PF02807	ATP-gua_PtransN
PF01747	ATP-sulfurylase
PF00231	ATP-synt
PF05176	ATP-synt_10
PF00895	ATP-synt_8
PF00119	ATP-synt_A
PF00006	ATP-synt_ab
PF00430	ATP-synt_B
PF00137	ATP-synt_C
PF01813	ATP-synt_D
PF00401	ATP-synt_DE
PF02823	ATP-synt_DE_N
PF04627	ATP-synt_Eps
PF01990	ATP-synt_F
PF04911	ATP-synt_J
PF02038	ATP1G1_PLM_MAT8
PF03899	ATP_synt_I
PF03154	Atrophin-1
PF03769	Attacin_C
PF03472	Autoind_bind
PF00765	Autoind_synth
PF03987	Autophagy_act_C
PF03986	Autophagy_N
PF02309	AUX_IAA
PF02041	Auxin_BP
PF02519	Auxin_inducible
PF03708	Avian_gp85
PF01382	Avidin
PF03377	Avirulence
PF03591	AzlC
PF02216	B
PF04182	B-block_TFIIIC
PF02246	B1
PF03483	B3_4
PF03484	B5
PF01603	B56
PF02043	Bac_chlorC
PF00216	Bac_DNA_binding
PF00308	Bac_DnaA
PF01311	Bac_export_1
PF01312	Bac_export_2
PF05088	Bac_GDH
PF01152	Bac_globin
PF00296	Bac_luciferase
PF01036	Bac_rhodopsin
PF01103	Bac_surface_Ag
PF01338	Bac_thur_toxin
PF01654	Bac_Ubq_Cox
PF00936	BMC
PF02397	Bac_transf
PF01721	Bacteriocin_II
PF04798	Baculo_19
PF04631	Baculo_44
PF04786	Baculo_DNA_bind
PF04639	Baculo_E56
PF04850	Baculo_E66
PF03258	Baculo_FP
PF04700	Baculo_gp41
PF03273	Baculo_gp64
PF04735	Baculo_helicase
PF04838	Baculo_LEF5
PF05073	Baculo_p24
PF04766	Baculo_p26
PF05214	Baculo_p33
PF02961	BAF
PF05112	Baculo_p47
PF04878	Baculo_p48
PF04583	Baculo_p74
PF04513	Baculo_PEP_C
PF04512	Baculo_PEP_N
PF04501	Baculo_VP39
PF04913	Baculo_Y142
PF04684	BAF1_ABF1
PF02179	BAG
PF02923	BamHI
PF00373	FERM_M
PF03114	BAR
PF01337	Barstar
PF00967	Barwin
PF04865	Baseplate_J
PF01586	Basic
PF02028	BCCT
PF02327	BChl_A
PF00452	Bcl-2
PF04538	BEX
PF04714	BCL_N
PF01869	BcrAD_BadFG
PF03170	BcsB
PF02138	Beach
PF00407	Bet_v_1
PF03494	Beta-APP
PF00144	Beta-lactamase
PF01212	Beta_elim_lyase
PF02929	Bgal_small_N
PF02180	BH4
PF02368	Big_2
PF04775	Bile_Hydr_Trans
PF03496	ADPrib_exo_Tox
PF03495	Binary_toxB
PF02084	Bindin
PF00351	Biopterin_H
PF00364	Biotin_lipoyl
PF03744	BioW
PF02632	BioY
PF00653	BIR
PF04197	Birna_RdRp
PF01766	Birna_VP2
PF01767	Birna_VP3
PF01768	Birna_VP4
PF03042	Birna_VP5
PF03493	BK_channel_a
PF04940	BLUF
PF02608	Bmp
PF01722	BolA
PF02044	Bombesin
PF02414	Borrelia_orfA
PF03183	Borrelia_rep
PF00228	Bowman-Birk_leg
PF02653	BPD_transp_2
PF00634	BRCA2
PF02498	Bro-N
PF03032	Brevenin
PF01318	Bromo_coat
PF01573	Bromo_MP
PF04450	BSP
PF00779	BTK
PF04514	BTV_NS2
PF04426	Bul1_C
PF04425	Bul1_N
PF03557	Bunya_G1
PF03563	Bunya_G2
PF01104	Bunya_NS-S
PF03231	Bunya_NS-S_2
PF00952	Bunya_nucleocap
PF04196	Bunya_RdRp
PF03181	BURP
PF03309	Pan_kinase
PF04681	Bys1
PF00170	bZIP_1
PF00386	C1q
PF01413	C4
PF03595	SLAC1
PF01681	C6
PF03596	Cad
PF00028	Cadherin
PF01049	Cadherin_C
PF03507	CagA
PF03524	CagX
PF03185	CaKB
PF00214	Calc_CGRP_IAPP
PF04847	Calcipressin
PF02029	Caldesmon
PF05042	Caleosin
PF00915	Calici_coat
PF01067	Calpain_III
PF00748	Calpain_inhib
PF00402	Calponin
PF00262	Calreticulin
PF01216	Calsequestrin
PF03160	Calx-beta
PF01213	CAP_N
PF04451	Capsid_NCLDV
PF05159	Capsule_synth
PF00194	Carb_anhydrase
PF02977	CarbpepA_inh
PF00619	CARD
PF01623	Carla_C4
PF00997	Casein_kappa
PF00363	Casein
PF00302	CAT
PF03123	CAT_RBD
PF00199	Catalase
PF00666	Cathelicidins
PF04731	Caudal_act
PF00689	Cation_ATPase_C
PF03310	Cauli_DNA-bind
PF03233	Cauli_AT
PF01693	Cauli_VI
PF04771	CAV_VP3
PF01146	Caveolin
PF02275	CBAH
PF03914	CBF
PF02312	CBF_beta
PF02045	CBFB_NFYA
PF00808	CBFD_NFYB_HMF
PF01656	CbiA
PF02570	CbiC
PF01888	CbiD
PF01890	CbiG_C
PF02571	CbiJ
PF01891	CbiM
PF02553	CbiN
PF02361	CbiQ
PF01903	CbiX
PF02262	Cbl_N
PF02761	Cbl_N2
PF02762	Cbl_N3
PF00734	CBM_1
PF02013	CBM_10
PF03425	CBM_11
PF03426	CBM_15
PF03424	CBM_17_28
PF03427	CBM_19
PF00553	CBM_2
PF00686	CBM_20
PF03370	CBM_21
PF03423	CBM_25
PF02839	CBM_5_12
PF04942	CC
PF01845	CcdB
PF04995	CcmD
PF03100	CcmE
PF03918	CcmH
PF03597	CcoS
PF03150	CCP_MauG
PF04505	Dispanin
PF01130	CD36
PF04549	CD47
PF03234	CDC37_N
PF02724	CDC45
PF02933	CDC48_2
PF02359	CDC48_N
PF03381	CDC50
PF02611	CDH
PF03598	CdhC
PF03599	CdhD
PF02234	CDI
PF03261	CDK5_activator
PF05174	CDRN
PF03498	CDtoxinA
PF00272	Cecropin
PF02927	CelD_N
PF03500	Cellsynth_D
PF03552	Cellulose_synt
PF03040	CemA
PF03879	Cgr1
PF04752	ChaC
PF00195	Chal_sti_synt_N
PF02797	Chal_sti_synt_C
PF02431	Chalcone
PF03502	Channel_Tsx
PF03924	CHASE
PF03173	CHB_HEX
PF03174	CHB_HEX_C
PF01339	CheB_methylest
PF04509	CheC
PF03975	CheD
PF01739	CheR
PF03705	CheR_N
PF01584	CheW
PF01111	CKS
PF04344	CheZ
PF00187	Chitin_bind_1
PF01644	Chitin_synth_1
PF03142	Chitin_synth_2
PF03503	Chlam_OMP3
PF03504	Chlam_OMP6
PF01308	Chlam_OMP
PF00504	Chloroa_b-bind
PF02962	CHMI
PF04428	Choline_kin_N
PF01633	Choline_kinase
PF04345	Chor_lyase
PF01723	Chorion_1
PF03964	Chorion_2
PF00425	Chorismate_bind
PF01817	CM_2
PF01264	Chorismate_synt
PF02417	Chromate_transp
PF00385	Chromo
PF01393	Chromo_shadow
PF00878	CIMR
PF02464	CinA
PF04162	Gyro_capsid
PF02443	Circo_capsid
PF04487	CITED
PF04223	CitF
PF01874	CitG
PF03600	CitMHS
PF00285	Citrate_synt
PF03802	CitX
PF01214	CK_II_beta
PF03805	CLAG
PF01217	Clat_adaptor_s
PF00637	Clathrin
PF01086	Clathrin_lg_ch
PF01394	Clathrin_propel
PF03505	Clenterotox
PF03515	Cloacin
PF03513	Cloacin_immun
PF01785	Closter_coat
PF00574	CLP_protease
PF01093	Clusterin
PF03026	CM1
PF03021	CM2
PF02543	CmcH_NodU
PF04989	CmcI
PF02627	CMD
PF00795	CN_hydrolase
PF01110	CNTF
PF03450	CO_deh_flav_C
PF00473	CRF
PF02552	CO_dh
PF01121	CoaE
PF02035	Coagulin
PF04733	Coatomer_E
PF04053	Coatomer_WDAD
PF02572	CobA_CobO_BtuR
PF01122	Cobalamin_bind
PF03186	CobD_Cbib
PF02654	CobS
PF02283	CobU
PF00241	Cofilin_ADF
PF00963	Cohesin
PF01410	COLFI
PF01024	Colicin
PF03857	Colicin_im
PF01320	Colicin_Pyocin
PF02674	Colicin_V
PF01114	Colipase
PF00325	Crp
PF02740	Colipase_C
PF03047	ComC
PF02247	Como_LCP
PF02248	Como_SCP
PF01257	2Fe-2S_thioredx
PF00346	Complex1_49kDa
PF01512	Complex1_51K
PF00668	Condensation
PF00029	Connexin
PF03508	Connexin43
PF03509	Connexin50
PF03601	Cons_hypoth698
PF03602	Cons_hypoth95
PF04234	CopC
PF00127	Copper-bind
PF00649	Copper-fist
PF01218	Coprogen_oxidas
PF03232	COQ7
PF04803	Cor1
PF01544	CorA
PF03311	Cornichon
PF04694	Corona_3
PF03262	Corona_6B_7B
PF02398	Corona_7
PF03187	Corona_I
PF01635	Corona_M
PF04753	Corona_NS2
PF05213	Corona_NS2A
PF03053	Corona_NS3b
PF03905	Corona_NS4
PF00937	Corona_nucleoca
PF01600	Corona_S1
PF01601	Corona_S2
PF00115	COX1
PF05051	COX17
PF00431	CUB
PF00116	COX2
PF02790	COX2_TM
PF00510	COX3
PF02284	COX5A
PF01215	COX5B
PF02046	COX6A
PF02297	COX6B
PF02238	COX7a
PF02285	COX8
PF02672	CP12
PF01383	CpcD
PF00166	Cpn10
PF05205	COMPASS-Shg1
PF00289	CPSase_L_chain
PF02786	CPSase_L_D2
PF00650	CRAL_TRIO
PF03765	CRAL_TRIO_N
PF02537	CRCB
PF01321	Creatinase_N
PF00030	Crystall
PF02633	Creatininase
PF03858	Crust_neuro_H
PF01147	Crust_neurohorm
PF00525	Crystallin
PF03783	CsgG
PF02599	CsrA
PF02554	CstA
PF00859	CTF_NFI
PF01467	CTP_transf_2
PF02348	CTP_transf_3
PF04808	CTV_P23
PF01179	Cu_amine_oxid
PF02727	Cu_amine_oxidN2
PF02728	Cu_amine_oxidN3
PF02298	Cu_bind_like
PF03263	Cucumo_2B
PF00760	Cucumo_coat
PF02376	CUT
PF00888	Cullin
PF03091	CutA1
PF03932	CutC
PF01083	Cutinase
PF01473	CW_binding_1
PF04122	CW_binding_2
PF03638	TCR
PF03128	CXCXC
PF02560	Cyanate_lyase
PF04199	Cyclase
PF02984	Cyclin_C
PF03784	Cyclotide
PF00548	Peptidase_C3
PF00007	Cys_knot
PF01053	Cys_Met_Meta_PP
PF00839	Cys_rich_FGFR
PF00031	Cystatin
PF01578	Cytochrom_C_asm
PF02224	Cytidylate_kin
PF01265	Cyto_heme_lyase
PF02322	Cyto_ox_2
PF00283	Cytochrom_B559
PF00284	Cytochrom_B559a
PF02335	Cytochrom_C552
PF03188	Cytochrom_B561
PF00032	Cytochrom_B_C
PF00033	Cytochrom_B_N
PF00034	Cytochrom_C
PF02167	Cytochrom_C1
PF01322	Cytochrom_C_2
PF02085	Cytochrom_CIII
PF03264	Cytochrom_NNT
PF01801	Cytomega_gL
PF02239	Cytochrom_D1
PF02109	DAD
PF00130	C1_1
PF03982	DAGAT
PF01219	DAGK_prokar
PF00609	DAGK_acc
PF00781	DAGK_cat
PF00793	DAHP_synth_1
PF01474	DAHP_synth_2
PF02733	Dak1
PF02734	Dak2
PF03045	DAN
PF01266	DAO
PF01678	DAP_epimerase
PF05173	DapB_C
PF03344	Daxx
PF02277	DBI_PRT
PF03880	DbpA
PF04290	DctQ
PF03605	DcuA_DcuB
PF03606	DcuC
PF03184	DDE_1
PF02862	DDHD
PF03345	DDOST_48kD
PF04625	DEC-1_N
PF04624	Dec-1
PF02352	Decorin_bind
PF01335	DED
PF00711	Defensin_beta
PF00879	Defensin_propep
PF00323	Defensin_1
PF01041	DegT_DnrJ_EryC1
PF02286	Dehydratase_LU
PF02288	Dehydratase_MU
PF02287	Dehydratase_SU
PF00257	Dehydrin
PF02336	Denso_VP4
PF01791	DeoC
PF00455	DeoRC
PF04511	DER1
PF01880	Desulfoferrodox
PF04598	Gasdermin
PF04127	DFP
PF05035	DGOK
PF00926	DHBP_synthase
PF00701	DHDPS
PF01368	DHH
PF02833	DHHA2
PF01180	DHO_dh
PF01761	DHQ_synthase
PF01487	DHquinase_I
PF01220	DHquinase_II
PF04706	Dickkopf_N
PF05086	Dicty_REP
PF04562	Dicty_spore_N
PF00186	DHFR_1
PF02966	DIM1
PF05163	DinB
PF00775	Dioxygenase_C
PF04444	Dioxygenase_N
PF01866	Diphthamide_syn
PF02763	Diphtheria_C
PF01324	Diphtheria_R
PF02764	Diphtheria_T
PF00200	Disintegrin
PF05141	DIT1_PvcA
PF04977	DivIC
PF05103	DivIVA
PF00778	DIX
PF01738	DLH
PF04914	DltD_C
PF04918	DltD_M
PF04915	DltD_N
PF03474	DMA
PF00885	DMRL_synthase
PF04976	DmsC
PF03989	DNA_gyraseA_C
PF00204	DNA_gyraseB
PF00986	DNA_gyraseB_C
PF03603	DNA_III_psi
PF01653	DNA_ligase_aden
PF03120	DNA_ligase_OB
PF03119	DNA_ligase_ZBD
PF00145	DNA_methylase
PF01119	DNA_mis_repair
PF02499	DNA_pack_C
PF02500	DNA_pack_N
PF00712	DNA_pol3_beta
PF02767	DNA_pol3_beta_2
PF02768	DNA_pol3_beta_3
PF04364	DNA_pol3_chi
PF00476	DNA_pol_A
PF03175	DNA_pol_B_2
PF04042	DNA_pol_E_B
PF04931	DNA_pol_phi
PF00336	DNA_pol_viral_C
PF00242	DNA_pol_viral_N
PF04104	DNA_primase_lrg
PF01896	DNA_primase_S
PF03604	DNA_RNApol_7kD
PF00521	DNA_topoisoIV
PF01556	CTDII
PF00684	DnaJ_CXXCXGXG
PF03265	DNase_II
PF01712	dNK
PF00404	Dockerin_1
PF04118	Dopey_N
PF04556	DpnII
PF04244	DPRP
PF05219	DREV
PF02635	DrsE
PF01916	DS
PF01323	DSBA
PF02600	DsbB
PF02683	DsbD
PF01984	dsDNA_bind
PF04077	DsrH
PF05160	DSS1_SEM1
PF00908	dTDP_sugar_isom
PF03942	DTW
PF01950	FBPase_3
PF01954	DUF104
PF01955	CbiZ
PF01956	DUF106
PF01957	NfeD
PF01958	DUF108
PF01959	DHQS
PF01345	DUF11
PF01969	DUF111
PF01970	TctA
PF01972	SDH_sah
PF01973	MAF_flag10
PF01976	DUF116
PF01978	TrmB
PF01982	CTP-dep_RFKase
PF01983	CofC
PF01986	DUF123
PF01987	AIM24
PF01988	VIT1
PF01989	DUF126
PF01994	Trm56
PF01995	DUF128
PF01996	F420_ligase
PF02343	TRA-1_regulated
PF01998	DUF131
PF02001	DUF134
PF02006	DUF137
PF02363	C_tripleX
PF02405	Permease
PF02408	CUB_2
PF02410	Oligomerisation
PF02413	Caudo_TAP
PF02415	Chlam_PMP
PF02457	DisA_N
PF02520	DUF148
PF02576	DUF150
PF02577	DNase-RNase
PF02578	Cu-oxidase_4
PF02579	Nitro_FeMo-Co
PF02582	DUF155
PF02585	PIG-L
PF02586	DUF159
PF01519	DUF16
PF02589	DUF162
PF02590	SPOUT_MTase
PF02591	DUF164
PF02592	DUF165
PF02593	dTMP_synthase
PF02594	DUF167
PF02596	DUF169
PF02598	Methyltrn_RNA_3
PF02604	PhdYeFM_antitox
PF02616	ScpA_ScpB
PF02617	ClpS
PF02618	YceG
PF02620	DUF177
PF02621	VitK2_biosynth
PF02622	DUF179
PF02623	FliW
PF02624	YcaO
PF02636	Methyltransf_28
PF02638	DUF187
PF01579	DUF19
PF02643	DUF192
PF02645	DegV
PF02646	RmuC
PF02649	GCHY-1
PF02650	HTH_WhiA
PF02655	ATP-grasp_3
PF02656	DUF202
PF02659	DUF204
PF02660	G3P_acyltransf
PF02675	AdoMet_dc
PF02676	TYW3
PF02677	DUF208
PF02678	Pirin
PF01595	DUF21
PF02679	ComA
PF02680	DUF211
PF02681	DUF212
PF02697	DUF217
PF02698	DUF218
PF01629	DUF22
PF02713	DUF220
PF02714	DUF221
PF02720	DUF222
PF02721	DUF223
PF02890	DUF226
PF02989	DUF228
PF03003	DUF230
PF03008	DUF234
PF03057	DUF236
PF03072	DUF237
PF01638	HxlR
PF03086	DUF240
PF03112	DUF244
PF03136	Pup_ligase
PF03158	DUF249
PF03151	TPT
PF03159	XRN_N
PF03162	Y_phosphatase2
PF03190	Thioredox_DsbH
PF03192	DUF257
PF03193	DUF258
PF03196	DUF261
PF03235	DUF262
PF03237	Terminase_6
PF03266	NTPase_1
PF03270	DUF269
PF03189	Otopetrin
PF03407	Nucleotid_trans
PF03314	DUF273
PF03434	DUF276
PF03353	Lin-8
PF01709	Transcrip_reg
PF03436	DUF281
PF03383	Serpentine_r_xa
PF03384	DUF287
PF03385	DUF288
PF01062	Bestrophin
PF01724	DUF29
PF03442	CBM_X2
PF03398	Ist1
PF03444	HrcA_DNA-bdg
PF03445	DUF294
PF03479	DUF296
PF03537	Glyco_hydro_114
PF03618	Kinase-PPPase
PF03625	DUF302
PF03629	DUF303
PF03733	DUF307
PF03729	DUF308
PF03745	DUF309
PF01732	DUF31
PF03750	DUF310
PF03759	PRONE
PF03773	DUF318
PF03778	DUF321
PF03780	Asp23
PF03781	FGE-sulfatase
PF03787	RAMPs
PF03804	DUF325
PF03885	DUF327
PF03883	DUF328
PF03884	DUF329
PF03886	DUF330
PF03889	DUF331
PF03891	DUF333
PF03904	DUF334
PF03928	DUF336
PF03929	PepSY_TM
PF03937	Sdh5
PF01784	NIF3
PF03956	DUF340
PF03959	FSH1
PF03961	DUF342
PF03966	Trm112p
PF03976	PPK2
PF03978	Borrelia_REV
PF03984	DUF346
PF03988	DUF347
PF01796	DUF35
PF03994	DUF350
PF03995	Inhibitor_I36
PF04001	Vhr1
PF04007	DUF354
PF04009	DUF356
PF04010	DUF357
PF04019	DUF359
PF04021	Class_IIIsignal
PF04015	DUF362
PF04016	DUF364
PF04033	DUF365
PF04017	DUF366
PF04034	DUF367
PF04018	DUF368
PF04126	Cyclophil_like
PF01809	Haemolytic
PF04025	DUF370
PF04027	DUF371
PF04036	DUF372
PF04123	DUF373
PF04028	DUF374
PF04041	DUF377
PF04070	DUF378
PF04038	DUF381
PF04063	DUF383
PF04064	DUF384
PF04074	DUF386
PF04079	DUF387
PF04076	BOF
PF01837	DUF39
PF04094	DUF390
PF04134	DUF393
PF04143	Sulf_transp
PF04148	Erv26
PF04149	DUF397
PF04187	DUF399
PF04165	DUF401
PF04167	DUF402
PF04168	Alpha-E
PF04175	DUF406
PF04174	CP_ATPgrasp_1
PF04181	RPAP2_Rtr1
PF04188	Mannosyl_trans2
PF04190	DUF410
PF04214	DUF411
PF04217	DUF412
PF04219	DUF413
PF04220	YihI
PF04222	DUF416
PF04224	DUF417
PF04235	DUF418
PF04237	YjbR
PF04238	DUF420
PF04239	DUF421
PF04240	DUF422
PF04242	DUF424
PF04248	DUF427
PF04250	DUF429
PF01861	DUF43
PF04254	DUF432
PF04256	DUF434
PF04258	Peptidase_A22B
PF04260	DUF436
PF04266	ASCH
PF04282	DUF438
PF04283	CheF-arch
PF04269	DUF440
PF04284	DUF441
PF04273	DUF442
PF04276	DUF443
PF04285	DUF444
PF04286	DUF445
PF04287	DUF446
PF04289	DUF447
PF04296	DUF448
PF01863	DUF45
PF04313	HSDR_N
PF04301	DUF452
PF04303	PrpF
PF04304	DUF454
PF04305	DUF455
PF04306	DUF456
PF04307	DUF457
PF04308	DUF458
PF04311	DUF459
PF01864	DUF46
PF04312	DUF460
PF04314	DUF461
PF04315	DUF462
PF04317	DUF463
PF04327	DUF464
PF04325	DUF465
PF04328	DUF466
PF04326	AAA_4
PF04318	DUF468
PF04320	DUF469
PF01865	PhoU_div
PF04322	DUF473
PF04536	TPM
PF04334	DUF478
PF04336	DUF479
PF01867	Cas_Cas1
PF04337	DUF480
PF04338	DUF481
PF04339	DUF482
PF04467	DUF483
PF04340	DUF484
PF04341	DUF485
PF04342	DUF486
PF04343	DUF488
PF04356	DUF489
PF04357	DUF490
PF04361	DUF494
PF04362	Iron_traffic
PF04363	DUF496
PF04365	DUF497
PF04430	DUF498
PF00674	DUP
PF04465	DUF499
PF04366	DUF500
PF04417	DUF501
PF04367	DUF502
PF04456	DUF503
PF04457	DUF504
PF04458	DUF505
PF04368	DUF507
PF04370	DUF508
PF01871	AMMECR1
PF04459	DUF512
PF04375	HemX
PF04415	DUF515
PF04414	tRNA_deacylase
PF04378	RsmJ
PF04461	DUF520
PF04412	DUF521
PF04463	DUF523
PF04411	DUF524
PF04379	DUF525
PF04380	BMFP
PF04384	Fe-S_assembly
PF04385	FAINT
PF04409	DUF530
PF04407	DUF531
PF04391	DUF533
PF04392	ABC_sub_bind
PF04393	DUF535
PF04394	DUF536
PF04398	DUF538
PF04400	DUF539
PF01877	RNA_binding
PF04402	SIMPL
PF04418	DUF543
PF04424	DUF544
PF04440	Dysbindin
PF04445	SAM_MT
PF04446	Thg1
PF01878	EVE
PF04447	DUF550
PF04448	DUF551
PF04472	DUF552
PF04473	DUF553
PF04474	DUF554
PF04475	DUF555
PF04476	DUF556
PF04452	Methyltrans_RNA
PF04480	DUF559
PF04575	DUF560
PF04481	DUF561
PF04763	DUF562
PF04577	DUF563
PF04483	DUF565
PF04525	Tub_2
PF04601	DUF569
PF01881	Cas_Cas6
PF04489	DUF570
PF04672	Methyltransf_19
PF04746	DUF575
PF04507	DUF576
PF04510	DUF577
PF04669	Polysacc_synt_4
PF01882	DUF58
PF04515	Choline_transpo
PF04570	DUF581
PF04518	Effector_1
PF04519	Bactofilin
PF04520	Senescence_reg
PF04522	DUF585
PF04532	DUF587
PF04569	DUF591
PF04574	DUF592
PF04578	DUF594
PF04591	DUF596
PF04640	PLATZ
PF04654	DUF599
PF00892	EamA
PF04634	DUF600
PF04645	DUF603
PF04646	DUF604
PF04657	DUF606
PF01886	DUF61
PF04748	Polysacc_deac_2
PF04764	DUF613
PF04751	DUF615
PF04765	DUF616
PF04768	DUF619
PF01887	SAM_adeno_trans
PF04788	DUF620
PF04822	Takusan
PF04844	Ovate
PF04854	DUF624
PF04776	DUF626
PF04781	DUF627
PF04780	DUF629
PF01889	DUF63
PF04816	DUF633
PF04827	Plant_tran
PF04828	GFA
PF04830	DUF637
PF04829	PT-VENN
PF04842	DUF639
PF04852	DUF640
PF04862	DUF642
PF04867	DUF643
PF04870	Moulting_cycle
PF04875	DUF645
PF04883	HK97-gp10_like
PF04890	DUF648
PF04894	DUF650
PF04895	DUF651
PF04910	Tcf25
PF04919	DUF655
PF04920	DUF656
PF04936	DUF658
PF04937	DUF659
PF04939	RRS1
PF04978	DUF664
PF05006	DUF666
PF05018	DUF667
PF05003	DUF668
PF05037	DUF669
PF05050	Methyltransf_21
PF05054	DUF673
PF05056	DUF674
PF05055	DUF677
PF05077	DUF678
PF05078	DUF679
PF05079	DUF680
PF05080	DUF681
PF05081	DUF682
PF05082	Rop-like
PF05075	DUF684
PF05085	DUF685
PF05092	PIF
PF05095	DUF687
PF05093	CIAPIN1
PF05148	Methyltransf_8
PF05114	DUF692
PF05113	DUF693
PF05107	DUF694
PF05117	DUF695
PF05128	DUF697
PF01901	DUF70
PF05142	DUF702
PF05152	DUF705
PF05153	DUF706
PF05212	DUF707
PF05166	YcgL
PF01902	ATP_bind_4
PF05164	ZapA
PF05167	DUF711
PF05168	HEPN
PF05206	TRM13
PF01904	DUF72
PF01905	DevR
PF01906	YbjQ_1
PF01910	DUF77
PF01918	Alba
PF01923	Cob_adeno_trans
PF01925	TauE
PF01927	Mut7-C
PF01930	Cas_Cas4
PF01931	NTPase_I-T
PF01934	DUF86
PF01935	DUF87
PF01936	NYN
PF01937	DUF89
PF01939	DUF91
PF01940	DUF92
PF01941	AdoMet_Synthase
PF01944	DUF95
PF01947	DUF98
PF01949	DUF99
PF01207	Dus
PF00692	dUTPase
PF02670	DXP_reductoisom
PF00350	Dynamin_N
PF04912	Dynamitin
PF01221	Dynein_light
PF00519	PPV_E1_C
PF00122	E1-E2_ATPase
PF00676	E1_dh
PF00524	PPV_E1_N
PF00511	PPV_E2_C
PF00508	PPV_E2_N
PF02319	E2F_TDP
PF02817	E3_binding
PF00518	E6
PF00527	E7
PF00563	EAL
PF04157	EAP30
PF01309	EAV_GS
PF02905	EBV-NA1
PF00378	ECH
PF04736	Eclosion
PF02963	EcoRI
PF03974	Ecotin
PF00736	EF1_GNE
PF00647	EF1G
PF00889	EF_TS
PF01132	EFP
PF04863	EGF_alliinase
PF01303	Egg_lysin
PF00971	EIAV_GP90
PF01176	eIF-1a
PF05091	eIF-3_zeta
PF01287	eIF-5a
PF01873	eIF-5_eIF-2B
PF01912	eIF-6
PF03608	EII-GUT
PF03609	EII-Sor
PF03612	EIIBC-GUT_N
PF03611	EIIC-GAT
PF03613	EIID-AGA
PF04873	EIN3
PF03317	ELF
PF02323	ELH
PF00964	Elicitin
PF03789	ELK
PF01151	ELO
PF02488	EMA
PF01105	EMP24_GP25L
PF04493	Endonuclease_5
PF02945	Endonuclease_7
PF04231	Endonuclease_1
PF04667	Endosulfine
PF00322	Endothelin
PF00555	Endotoxin_M
PF03944	Endotoxin_C
PF03945	Endotoxin_N
PF03272	Enhancin
PF03386	ENOD93
PF00113	Enolase_C
PF03952	Enolase_N
PF03735	ENT
PF01375	Enterotoxin_a
PF01376	Enterotoxin_b
PF02048	Enterotoxin_ST
PF01417	ENTH
PF00429	TLV_coat
PF00811	Ependymin
PF01404	Ephrin_lbd
PF01370	Epimerase
PF02350	Epimerase_2
PF00758	EPO_TPO
PF00275	EPSP_synthase
PF03736	EPTP
PF01133	ER
PF00810	ER_lumen_recept
PF02732	ERCC4
PF04404	ERF
PF03463	eRF1_1
PF03464	eRF1_2
PF03465	eRF1_3
PF03734	YkuD
PF03694	Erg28
PF04622	ERG2_Sigma1R
PF01222	ERG4_ERG24
PF00769	ERM
PF04137	ERO1
PF03238	ESAG1
PF03433	EspA
PF04806	EspF
PF00756	Esterase
PF01684	ET
PF00766	ETF_alpha
PF01012	ETF
PF05187	ETF_QO
PF00178	Ets
PF03318	ETX_MTX2
PF01459	Porin_3
PF04346	EutH
PF03319	EutN_CcmL
PF02472	ExbD
PF01541	GIY-YIG
PF03081	Exo70
PF04257	Exonuc_V_gamma
PF02601	Exonuc_VII_L
PF02095	Extensin_1
